,Pseudocode,Description,Label
785,"block_sz assign to integer
depth assign to array of integers of length MAXN
parent assign to integer array of size MAXN
create integer jump_parent with MAXN element
adj assign to vector of integers of size MAXN
addEdge is a void function with integer arguments u and v that push v into adjarray ofu 
push u into adjarray ofv 
if u is v, return u from function LCANaive with integer arguments u and v
if deptharray ofu  is greater than deptharray ofv , swap u and v
set v to parentarray ofv 
return LCANaive(u,v)
void function dfs with integer arguments cur and prev, with deptharray ofcur  assign to deptharray ofprev  + 1
set parentarray ofcur  to prev
if deptharray ofcur  modulo block_sz is 0, jump_parentarray ofcur  assign to parentarray ofcur 
else jump_parentarray ofcur  assign to jump_parentarray ofprev 
untill i assign to 0 to length of adjarray ofcur  exclusive, if adjarray ofcur array ofi  is not prev, call dfs with arguments adjarray ofcur array ofi , cur
if deptharray ofu  is greater than deptharray ofv , swap u and v
set v to jump_parentarray ofv 
return LCANaive(u,v)
void function preprocess with integer argument height and block_sz assign to square root of height
deptharray of0  assign to -1
call dfs with arguments 1, 0
declare main with integers argc, char constant *argvarray of  as arguments, addingEdge with 1, 2 as arguments
addEdge assign to 1
addEdge assign to 1 and 4
addEdge assign to 2dge with 5 elements
addEdge assign to 2dge with 6 elements
addEdge assign to 3dge with 7 elements
addEdge assign to 4, 8
addEdge assign to 4, 9
addEdge assign to 9 and 10
addEdge assign to 9 and 11
addEdge(7, 12)
addEdge(7, 13)
create integer height with height assign to 4
preprocessheight
print LCA ( 11,8 ) : "" print LCASQRT(11, 8 )
print LCA ( 3,13 ) : "", LCASQRT(3, 13) )
return 0
","Number of Subsequences with Even and Odd Sum 
 C ++ implementation ; Returns the count of odd and even subsequences ; Variables to store the count of even subsequences and odd subsequences ; Initialising count_even and count_odd to 0 since as there is no subsequence beuntille the iteration with even or odd count . ; Find sum of all subsequences with even count and odd count and storing them as we iterate . ; if the number is even ; if the number is odd ; Driver code ; Calling the function
",0
786,"declare main with integer variable N assign to 3
print pow(2, N + 1) - 2
return 0
","Expected Number of Trials to get N Consecutive Heads 
 C ++ implementation of the above approach ; Driver Code ; Formula untill number of trails untill N consecutive heads
",1
787,"declare main with integer variable N assign to 3
print pow(2, N + 1) - 2
return 0
","Find the minimum cost to reach destination using a train 
 A Dynamic Programming based solution to find min cost to reach station N - 1 from station 0. ; This function returns the smallest possible cost to reach station N - 1 from station 0. ; dist array of i   stores minimum cost to reach station i from station 0. ; Go through every station and check if using it as an intermediate station gives better path ; Driver program to test above function
",0
788,"declare countOfNum with ll ints n, a, b, cnt_of_a, cnt_of_ab, sum as arguments, returning ll int
set cnt_of_a to n / a
set cnt_of_b to n / b
set sum to cnt_of_b + cnt_of_a
cnt_of_ab assign to n / ( a * b )
sum assign to sum - cnt_of_ab
return sum
sumOfNum assign to ll int n, a assign to ll int b assign to ll int i
sum assign to 0
set  ll int > ans
untill i assign to a to n inclusive, insert i into ans
untill i assign to b to n inclusive, insert i into ans
untill auto it assign to ans. begin ( ) ; itnot equal to ans. end ( ) ; it ++ ), sum assign to sum + it
return sum
declare integer main ( ) and ll integer N assign to 88
declare integer A assign to 11
declare integer B assign to 8
declare integer count assign to countOfNum ( N, A, B )
declare integer sumofnum assign to sumOfNum ( N, A, B )
print sumofnum modulo count
return 0
","Find and Count total factors of co 
 C ++ implementation of the above approach ; Function to return the count of numbers which are divisible by both A and B in the range array of 1 , N   in constant time ; Compute the count of numbers divisible by A in the range array of 1 , N   ; Compute the count of numbers divisible by B in the range array of 1 , N   ; Adding the counts which are divisible by A and B ; The above value might contain repeated values which are divisible by both A and B . Thereuntille , the count of numbers which are divisible by both A and B are found ; The count computed above is subtracted to compute the final count ; Function to return the sum of numbers which are divisible by both A and B in the range array of 1 , N   ; Set to store the numbers so that the numbers are not repeated ; For loop to find the numbers which are divisible by A and insert them into the set ; For loop to find the numbers which are divisible by A and insert them into the set ; For loop to iterate through the set and find the sum ; Driver code
",1
789,"declare countOfNum with ll ints n, a, b, cnt_of_a, cnt_of_ab, sum as arguments, returning ll int
set cnt_of_a to n / a
set cnt_of_b to n / b
set sum to cnt_of_b + cnt_of_a
cnt_of_ab assign to n / ( a * b )
sum assign to sum - cnt_of_ab
return sum
sumOfNum assign to ll int n, a assign to ll int b assign to ll int i
sum assign to 0
set  ll int > ans
untill i assign to a to n inclusive, insert i into ans
untill i assign to b to n inclusive, insert i into ans
untill auto it assign to ans. begin ( ) ; itnot equal to ans. end ( ) ; it ++ ), sum assign to sum + it
return sum
declare integer main ( ) and ll integer N assign to 88
declare integer A assign to 11
declare integer B assign to 8
declare integer count assign to countOfNum ( N, A, B )
declare integer sumofnum assign to sumOfNum ( N, A, B )
print sumofnum modulo count
return 0
","Count of substrings from given Ternary strings containing characters at least once 
 C ++ program untill above approach ; Function to count the number of substrings consists of 0 , 1 , and 2 ; Initialize frequency array of size 3 ; Stores the resultant count ; Traversing string str ; Update frequency array ; If all the characters are present counting number of substrings possible ; Update number of substrings ; Return the number of substrings ; Driver Code
",0
790,"declare double get ( double L, double R )  double x assign to 1.0 / L
y assign to double with y assign to 1.0 / ( R + 1.0 )
return ( x - y )
declare integer main ( ), L assign to 6 and R assign to 12
ans assign to get ( L, R )
print fixed print setprecision ( 2 ) print ans
return 0
","Find Range Value of the Expression 
 C ++ implementation of the approach ; Function to return the value of the given expression ; Value of the first term ; Value of the last term ; Driver code ; Get the result
",1
791,"declare double get ( double L, double R )  double x assign to 1.0 / L
y assign to double with y assign to 1.0 / ( R + 1.0 )
return ( x - y )
declare integer main ( ), L assign to 6 and R assign to 12
ans assign to get ( L, R )
print fixed print setprecision ( 2 ) print ans
return 0
","Find most significant set bit of a number 
 CPP program to find MSB number untill given n . ; To find the position of the most significant set bit ; To return the the value of the number with set bit at k - th position ; Driver code
",0
792,"MAX assign to 100000
create vector v with int > v
declare consecutiveOnes with integer x as argument, set p to 0
untill x is greater than 0, return true if x modulo 2 is 1 and p is 1
set p to x modulo 2
divide x by 2
return false
void function preCompute ( ) if i assign to 0, i assign to MAX, if consecutiveOnes ( i ) ), push_back ( i ) v
create integer nextValid with integer n, it assign to upper_bound ( v. begin ( ), v. end ( ), n ) - v. begin ( ) )
create integer val with val assign to v array of it  
return val
print peruntillmQueries ( int queries array of  , int q ) and untill i assign to 0 to q exclusive, print nextValid ( queries array of i   ) and "" STRNEWLINE ""
declare integer main ( ), integer queries array of   assign to  4, 6
q assign to integer with q assign to sizeof ( queries ) / sizeof ( int )
call preCompute ( )
peruntillmQueries ( queries,q)
return 0
","Find next greater element with no consecutive 1 in it 's binary representation 
 C ++ implementation of the approach ; To store the pre - computed integers ; Function that returns true if the binary representation of x contains consecutive 1 s ; To store the previous bit ; Check whether the previous bit and the current bit are both 1 ; Update previous bit ; Go to the next bit ; Function to pre - compute the valid numbers from 0 to MAX ; Store all the numbers which do not have consecutive 1 s ; Function to return the minimum number greater than n which does not contain consecutive 1 s ; Search untill the next greater element with no consecutive 1 s ; Function to peruntillm the queries ; Driver code ; Pre - compute the numbers ; Peruntillm the queries
",1
793,"MAX assign to 100000
create vector v with int > v
declare consecutiveOnes with integer x as argument, set p to 0
untill x is greater than 0, return true if x modulo 2 is 1 and p is 1
set p to x modulo 2
divide x by 2
return false
void function preCompute ( ) if i assign to 0, i assign to MAX, if consecutiveOnes ( i ) ), push_back ( i ) v
create integer nextValid with integer n, it assign to upper_bound ( v. begin ( ), v. end ( ), n ) - v. begin ( ) )
create integer val with val assign to v array of it  
return val
print peruntillmQueries ( int queries array of  , int q ) and untill i assign to 0 to q exclusive, print nextValid ( queries array of i   ) and "" STRNEWLINE ""
declare integer main ( ), integer queries array of   assign to  4, 6
q assign to integer with q assign to sizeof ( queries ) / sizeof ( int )
call preCompute ( )
peruntillmQueries ( queries,q)
return 0
","Sort Matrix in alternating ascending and descending order rowwise 
 C ++ implementation to print row of matrix in ascending or descending order alternatively ; Iterate matrix rowwise ; Sort even rows in ascending order ; compare adjacent elements ; swap adjacent element ; Sort even rows in descending order ; compare adjacent elements ; swap adjacent element ; Printing the final Output ; Driver code
",0
794,"create integer changeToOnes (string str), l, ctr with ctr assign to 0
l assign to length of str
untill i assign to l - 1 to 0 inclusive, increment ctr by 1
else break
return l - ctr
removeZeroesFromFront is a new string variable with name str
create integer i with i assign to 0
untill i  str. length ( ) and str array of i   assign to '0' increment i
if i is str. length ( ), s assign to ""0""
else s assign to substr ( i, str. length ( ) - i )
return s
declare integer main ( ), string str assign to ""10010111""
set str to removeZeroesFromFront ( str )
print changeToOnes ( str)
return 0
","Minimum given operations required to convert a given binary string to all 1 's 
 C ++ implementation of the approach ; Function to return the number of operations required ; ctr will store the number of consecutive ones at the end of the given binary string ; Loop to find number of 1 s at the end of the string ; If the current character is 1 ; If we encounter the first 0 from the LSB position then we 'll break the loop ; Number of operations required is ( l - ctr ) ; Function to remove leading zeroes from the string ; Loop until s array of i   becomes not equal to 1 ; If we reach the end of the string , it means that string contains only 0 's ; Return the string without leading zeros ; Driver code ; Removing the leading zeroes
",1
795,"create integer changeToOnes (string str), l, ctr with ctr assign to 0
l assign to length of str
untill i assign to l - 1 to 0 inclusive, increment ctr by 1
else break
return l - ctr
removeZeroesFromFront is a new string variable with name str
create integer i with i assign to 0
untill i  str. length ( ) and str array of i   assign to '0' increment i
if i is str. length ( ), s assign to ""0""
else s assign to substr ( i, str. length ( ) - i )
return s
declare integer main ( ), string str assign to ""10010111""
set str to removeZeroesFromFront ( str )
print changeToOnes ( str)
return 0
","Check if it is possible to rearrange a binary string with alternate 0 s and 1 s 
 CPP program to check if we can rearrange a string such that it has alternate 0 s and 1 s . ; function to check the binary string ; length of string ; count zero 's ; count one 's ; if length is even ; if length is odd ; Driver code
",0
796,"MinDeletion assign to integer with MinDeletion assign to a array of  , n assign to integer, desdered_map assign to integer, integer assign to map assign to integer assign to int
untill i assign to 0 to n exclusive, map array of a array of i       ++
ans assign to integer with ans assign to 0
untill i : map, x assign to i. first
create integer frequency with frequency assign to i. second
if x assign to frequency, increment ans by frequency - x
else ans assign to ans + frequency
return ans
declare integer main ( ) and integer array a with size   assign to  2, 3, 2, 3, 4, 4, 4, 4, 5
create integer n with n assign to sizeof ( a ) / sizeof ( a array of 0   )
print MinDeletion ( a, n )
return 0
","Minimum deletions required such that any number X will occur exactly X times 
 C ++ implementation of the approach ; Function to return the minimum deletions required ; To store the frequency of the array elements ; Store frequency of each element ; To store the minimum deletions required ; Value ; It 's frequency ; If number less than or equal to it 's frequency ; Delete extra occurrences ; Delete every occurrence of x ; Driver code
",1
797,"MinDeletion assign to integer with MinDeletion assign to a array of  , n assign to integer, desdered_map assign to integer, integer assign to map assign to integer assign to int
untill i assign to 0 to n exclusive, map array of a array of i       ++
ans assign to integer with ans assign to 0
untill i : map, x assign to i. first
create integer frequency with frequency assign to i. second
if x assign to frequency, increment ans by frequency - x
else ans assign to ans + frequency
return ans
declare integer main ( ) and integer array a with size   assign to  2, 3, 2, 3, 4, 4, 4, 4, 5
create integer n with n assign to sizeof ( a ) / sizeof ( a array of 0   )
print MinDeletion ( a, n )
return 0
","Sort an array according to count of set bits 
 C ++ program to sort an array according to count of set bits using std :: sort ( ) ; a utility function that returns total set bits count in an integer ; Function to sort according to bit count This function assumes that there are 32 bits in an integer . ; Traverse through all bit counts ( Note that we sort array in decreasing order ) ; Utility function to print an array ; Driver Code
",0
798,"declare integer variable maxCountAB with string s array of  , integer n, integers A assign to 0, B assign to 0, BA assign to 0 and ans assign to 0
untill i assign to 0 to n exclusive, set string S to s array of i  
create integer L with L assign to size of S
untill j assign to 0 to L - 1 exclusive, if S. at (j ) assign to'A'and S. at ( j + 1 ) assign to'B ', increment ans
if S. at ( 0 ) assign to'B'and S. at ( L - 1 ) assign to'A ', increment BA
else if S. at ( 0 ) is'B', increment B
else if S. at ( L - 1) is'A', increment A
if BA is 0, increment ans by min ( B, A )
else if A + B is 0, increment ans by BA - 1
else ans assign to ans + BA + min ( B, A )
return ans
declare integer main ( ), string s array of   assign to ABCA "", "" BOOK "", "" BAND ""
create integer n with n assign to sizeof ( s ) / sizeof ( s array of 0   )
print maxCountAB ( s, n )
return 0
","Concatenate strings in any order to get Maximum Number of "" AB "" 
 C ++ implementation of above approach ; Function to find maximum number of ABs ; variable A , B , AB untill count strings that end with ' A ' but not end with ' B ' , ' B ' but does not end with ' A ' and ' B ' and ends with ' A ' respectively . ; ' AB ' is already present in string beuntille concatenate them ; count of strings that begins with ' B ' and ends with 'A ; count of strings that begins with ' B ' but does not end with ' A ' ; count of strings that ends with ' A ' but not end with ' B ' ; updating the value of ans and add extra count of ' AB ' ; Driver Code
",1
799,"declare integer variable maxCountAB with string s array of  , integer n, integers A assign to 0, B assign to 0, BA assign to 0 and ans assign to 0
untill i assign to 0 to n exclusive, set string S to s array of i  
create integer L with L assign to size of S
untill j assign to 0 to L - 1 exclusive, if S. at (j ) assign to'A'and S. at ( j + 1 ) assign to'B ', increment ans
if S. at ( 0 ) assign to'B'and S. at ( L - 1 ) assign to'A ', increment BA
else if S. at ( 0 ) is'B', increment B
else if S. at ( L - 1) is'A', increment A
if BA is 0, increment ans by min ( B, A )
else if A + B is 0, increment ans by BA - 1
else ans assign to ans + BA + min ( B, A )
return ans
declare integer main ( ), string s array of   assign to ABCA "", "" BOOK "", "" BAND ""
create integer n with n assign to sizeof ( s ) / sizeof ( s array of 0   )
print maxCountAB ( s, n )
return 0
","Print Nth Stepping or Autobiographical number 
 C ++ implementation to find NaTMth stepping natural Number ; Function to find the Nth stepping natural number ; Declare the queue ; Enqueue 1 , 2 , ... , 9 in this order ; Peruntillm K operation on queue ; Get the ith Stepping number ; Peruntillm Dequeue from the Queue ; If x mod 10 is not equal to 0 ; then Enqueue 10 x + ( x mod 10 ) - 1 ; Enqueue 10 x + ( x mod 10 ) ; If x mod 10 is not equal to 9 ; then Enqueue 10 x + ( x mod 10 ) + 1 ; Return the dequeued number of the K - th operation as the Nth stepping number ; Driver Code ; initialise K
",0
800,"declare MinOperations with integers n, x, arr, total assign to 0
untill i assign to 0 to n exclusive, change the value of int to difference assign to arr array of i   - x
set total to total + difference
arr array of i   assign to x
untill i assign to 1 to n exclusive, set LeftNeigbouringSum to arr array of i   + arr array of i - 1  
if LeftNeigbouringSum is greater than x, set current_diff to LeftNeigbouringSum - x
arr array of i   assign to max ( 0, arr array of i   - current_diff )
set total to total + current_diff
return total
declare integer main ( ) and integer X assign to 1
create integer array arr with arr assign to  1, 6, 1, 2, 0, 4
N assign to sizeof ( arr ) / sizeof ( int )
print MinOperations ( N, X, arr )
return 0
","Minimum operations to make sum of neighbouring elements <assign to X 
 C ++ implementation of the approach ; Function to return the minimum number of operations required ; To store total operations required ; First make all elements equal to x which are currenctly greater ; Left scan the array ; Update the current element such that neighbouring sum is < x ; Driver code
",1
801,"declare MinOperations with integers n, x, arr, total assign to 0
untill i assign to 0 to n exclusive, change the value of int to difference assign to arr array of i   - x
set total to total + difference
arr array of i   assign to x
untill i assign to 1 to n exclusive, set LeftNeigbouringSum to arr array of i   + arr array of i - 1  
if LeftNeigbouringSum is greater than x, set current_diff to LeftNeigbouringSum - x
arr array of i   assign to max ( 0, arr array of i   - current_diff )
set total to total + current_diff
return total
declare integer main ( ) and integer X assign to 1
create integer array arr with arr assign to  1, 6, 1, 2, 0, 4
N assign to sizeof ( arr ) / sizeof ( int )
print MinOperations ( N, X, arr )
return 0
","Finding a Non Transitive Co 
 C ++ program to find possible non transitive triplets btw L and R ; Function to return gcd of a and b ; function to check untill gcd ; a and b are coprime if their gcd is 1. ; Checks if any possible triplet ( a , b , c ) satisfying the condition that ( a , b ) is coprime , ( b , c ) is coprime but ( a , c ) isnt ; Generate and check untill all possible triplets between L and R ; if we find any such triplets set flag to true ; flag assign to True indicates that a pair exists between L and R ; Driver code ; finding possible Triplet between 2 and 10 ; finding possible Triplet between 23 and 46
",0
802,"declare findNumbers with integer arr array of  , integer n, sumN assign to ( n * ( n + 1 ) ) / 2 as arguments, returning void
create integer sumSqN with sumSqN assign to ( n * ( n + 1 ) * ( 2 * n + 1 ) ) / 6
create integers sum, sumSq, i, with sum assign to 0, sumSq assign to 0
untill i assign to 0 to n exclusive, add arr array of i   to sum
set sumSq to sumSq + ( pow ( arr array of i  , 2 ) )
declare integer B assign to ( ( sumSq - sumSqN ) / ( sum - sumN ) ) + sumN - sum ) / 2
declare integer A assign to sum - sumN + B
print A
print A
print B
print B
declare integer main ( ), integer arr array of   assign to  1, 2, 2, 3, 4  ;
create integer n with n assign to sizeof ( arr ) / sizeof ( arr array of 0   )
call findNumbers ( arr, n )
return 0
","Find the repeating and the missing number using two equations 
 C ++ implementation of the approach ; Function to print the required numbers ; Sum of first n natural numbers ; Sum of squares of first n natural numbers ; To store the sum and sum of squares of the array elements ; Driver code
",1
803,"declare findNumbers with integer arr array of  , integer n, sumN assign to ( n * ( n + 1 ) ) / 2 as arguments, returning void
create integer sumSqN with sumSqN assign to ( n * ( n + 1 ) * ( 2 * n + 1 ) ) / 6
create integers sum, sumSq, i, with sum assign to 0, sumSq assign to 0
untill i assign to 0 to n exclusive, add arr array of i   to sum
set sumSq to sumSq + ( pow ( arr array of i  , 2 ) )
declare integer B assign to ( ( sumSq - sumSqN ) / ( sum - sumN ) ) + sumN - sum ) / 2
declare integer A assign to sum - sumN + B
print A
print A
print B
print B
declare integer main ( ), integer arr array of   assign to  1, 2, 2, 3, 4  ;
create integer n with n assign to sizeof ( arr ) / sizeof ( arr array of 0   )
call findNumbers ( arr, n )
return 0
","Largest area square in an array when elements can be shuffled 
 C ++ implementation of the approach ; Function that returns true if it is possible to make a square with side equal to l ; To store the count of elements greater than or equal to l ; Increment the count ; If the count becomes greater than or equal to l ; Function to return the maximum area of the square that can be obtained ; If square is possible with side length m ; Try to find a square with smaller side length ; Return the area ; Driver code
",0
804,"return 0 if temp. length ( )  str. length ( )
else if str array of i   is not temp array of i   return 0
return 1
sort string lexicographicallyString ( string input array of  , integer n, string str ), sort input, input + n )
untill i assign to 0 to n exclusive, temp assign to input array of i  
if is_prefix ( temp, str ) returns temp
return "" - 1""
declare integer main ( ) and string arr array of   assign to "" apple "", "" appe "", "" apl "", "" aapl "", "" appax ""
create string S with S assign to app
create integer N with N assign to 5
print lexicographicallyString ( arr, N, S )
return 0
","Lexicographically smallest string with given string as prefix 
 C ++ program untill the above approach ; Function to find the whether the string temp starts with str or not ; Base Case ; Check untill the corresponding characters in temp & str ; Function to find lexicographic smallest string consisting of the string str as prefix ; Sort the given array string arr array of   ; If the i - th string contains given string as a prefix , then print the result ; If no string exists then return "" - 1"" ; Driver Code
",1
805,"return 0 if temp. length ( )  str. length ( )
else if str array of i   is not temp array of i   return 0
return 1
sort string lexicographicallyString ( string input array of  , integer n, string str ), sort input, input + n )
untill i assign to 0 to n exclusive, temp assign to input array of i  
if is_prefix ( temp, str ) returns temp
return "" - 1""
declare integer main ( ) and string arr array of   assign to "" apple "", "" appe "", "" apl "", "" aapl "", "" appax ""
create string S with S assign to app
create integer N with N assign to 5
print lexicographicallyString ( arr, N, S )
return 0
","Minimum score possible untill a player by selecting one or two consecutive array elements from given binary array 
 C ++ program untill the above approach ; Stores the minimum score untill each states as map < pair < pos , myturn > , ans > ; Function to find the minimum score after choosing element from array ; Return the stored state ; Base Case ; Player A 's turn ; Find the minimum score ; Store the current state ; Return the result ; Player B 's turn ; Find minimum score ; Store the current state ; Return the result ; Function that finds the minimum penality after choosing element from the given binary array ; Starting position of choosing element from array ; 0 denotes player A turn 1 denotes player B turn ; Function Call ; Print the answer untill player A and B ; Minimum penalty ; Calculate sum of all arr elements ; Print the minimum score ; Driver Code
",0
806,"declare Rearrange with integer arr array of  , K, N, integer ans array of N + 1   as arguments, returning integer
f assign to integer with f assign to -1
untill i assign to 0 to N exclusive, set ans array of i   to -1
K assign to find ( arr, arr + N, K ) - arr
create vector  integer > smaller, greater
untill i assign to 0 to N exclusive, if arr array of i  is less than arr array of K , push_back ( arr array of i   )
else if arr array of i  > arr array of K  greater push_back ( arr array of i   )
low, high assign to integers with low assign to 0 and high assign to N - 1
untill low assign to high, mid assign to integer with mid assign to ( low + high ) / 2
if mid is K, set ans array of mid  to arr array of K 
set f to 1
break loop
else if mid is less than K, if smaller. size ( ) is 0, break
set ans array of mid  to smaller. back ( )
pop_back is a smaller function
low assign to mid + 1
else if greater. size ( ) is 0, break
set ans array of mid  to greater. back ( )
pop_back is a new function
high assign to mid - 1
if f is -1 print -1 print newline
return
untill i assign to 0 to N exclusive, if ans array of i   is -1, if smaller. size ( ), ans array of i   is smaller. back ( ), if ans array of i   is smaller. size ( ), increment ans array of i  
pop_back is a smaller function
else if greater. size ( ) ), ans array of i   assign to greater. back ( )
pop_back is a new function
print ans array of i   and "" ""
print newline
declare integer main ( ), integer arr array of   assign to  10, 7, 2, 5, 3, 8  ;
K assign to integer with K assign to 7
create integer N with N assign to sizeof ( arr ) / sizeof ( arr array of 0   )
Rearrange ( arr, K, N)
return 0
","Rearrange Array to find K using Binary Search algorithm without sorting 
 C ++ program untill the above approach ; Function to rearrange the array ; Stores the rearranged array ; Stores whether the arrangement is possible or not ; Update K with the position of K ; Stores all elements lesser than and greater than in vector smaller and greater respectively ; Traverse the array arr array of   ; If arr array of i   is less than arr array of K   ; Else ; Iterate unil low is less than or equal to high ; Stores mid point ; If mid is equal to K ; If mid is less than K ; If mid is greater than K ; If f is - 1 ; Iterate in the range array of 1 , N   ; If ans array of i   is equal to - 1 ; Print the rearranged array ; Driver Code ; Input ; Function Call
",1
807,"declare Rearrange with integer arr array of  , K, N, integer ans array of N + 1   as arguments, returning integer
f assign to integer with f assign to -1
untill i assign to 0 to N exclusive, set ans array of i   to -1
K assign to find ( arr, arr + N, K ) - arr
create vector  integer > smaller, greater
untill i assign to 0 to N exclusive, if arr array of i  is less than arr array of K , push_back ( arr array of i   )
else if arr array of i  > arr array of K  greater push_back ( arr array of i   )
low, high assign to integers with low assign to 0 and high assign to N - 1
untill low assign to high, mid assign to integer with mid assign to ( low + high ) / 2
if mid is K, set ans array of mid  to arr array of K 
set f to 1
break loop
else if mid is less than K, if smaller. size ( ) is 0, break
set ans array of mid  to smaller. back ( )
pop_back is a smaller function
low assign to mid + 1
else if greater. size ( ) is 0, break
set ans array of mid  to greater. back ( )
pop_back is a new function
high assign to mid - 1
if f is -1 print -1 print newline
return
untill i assign to 0 to N exclusive, if ans array of i   is -1, if smaller. size ( ), ans array of i   is smaller. back ( ), if ans array of i   is smaller. size ( ), increment ans array of i  
pop_back is a smaller function
else if greater. size ( ) ), ans array of i   assign to greater. back ( )
pop_back is a new function
print ans array of i   and "" ""
print newline
declare integer main ( ), integer arr array of   assign to  10, 7, 2, 5, 3, 8  ;
K assign to integer with K assign to 7
create integer N with N assign to sizeof ( arr ) / sizeof ( arr array of 0   )
Rearrange ( arr, K, N)
return 0
","Queries to find longest subsequence having no similar adjacent elements with updates 
 C ++ program untill the above approach ; Function to find the length of the longest subsequence such that no two adjacent elements are equal ; Replace element at index x with y ; Since x is 1 - indexed , decrement x by 1 ; Keep track of number of elements in subsequence ; If previous element is not same as current element ; Print the desired count ; Driver Code ; Function Call
",0
808,"declare minimumK with vector  integers > & arr, integer M, integer N, good assign to ceil ( ( N * 1.0 ) / ( ( M + 1 ) * 1.0 ) ) as arguments, returning void
untill i assign to 1 to N inclusive, K assign to i
create integer candies with candies assign to N
create integer taken with taken assign to 0
untill candies > 0, take assign to taken + min ( K, candies )
decrease candies by min ( K, candies )
untill j assign to 0 to M exclusive, consume assign to ( arr array ofj  * candies ) / 100
decrement candies by consume
if taken >assign to good print i
return
declare integer variables N assign to 13 and M assign to 1
create vector  integer > arr assign to  50
minimumK ( arr, M, N)
return 0
","Minimize K to let Person A consume at least ceil ( N / ( M + 1 ) ) candies based on given rules 
 C ++ program untill the above approach ; Function to find minimum value of K such that the first person gets at least ( N / ( M + 1 ) ) candies ; Find the minimum required value of candies untill the first person ; Iterate K from array of 1 , n   ; Total number of candies ; Candies taken by Person 1 ; Candies taken by 1 st person is minimum of K and candies left ; Traverse the array arr array of   ; Amount consumed by the person j ; Update the number of candies ; Good share of candies achieved ; Driver Code
",1
809,"declare minimumK with vector  integers > & arr, integer M, integer N, good assign to ceil ( ( N * 1.0 ) / ( ( M + 1 ) * 1.0 ) ) as arguments, returning void
untill i assign to 1 to N inclusive, K assign to i
create integer candies with candies assign to N
create integer taken with taken assign to 0
untill candies > 0, take assign to taken + min ( K, candies )
decrease candies by min ( K, candies )
untill j assign to 0 to M exclusive, consume assign to ( arr array ofj  * candies ) / 100
decrement candies by consume
if taken >assign to good print i
return
declare integer variables N assign to 13 and M assign to 1
create vector  integer > arr assign to  50
minimumK ( arr, M, N)
return 0
","Given an n x n square matrix , find sum of all sub 
 A simple C ++ program to find sum of all subsquares of size k x k ; Size of given matrix ; A simple function to find sum of all sub - squares of size k x k in a given square matrix of size n x n ; k must be smaller than or equal to n ; row number of first cell in current sub - square of size k x k ; column of first cell in current sub - square of size k x k ; Calculate and print sum of current sub - square ; Line separator untill sub - squares starting with next row ; Driver program to test above function
",0
810,"declare check with integers K, n, m, vector  integers > arr, good_share, candies assign to n, taken assign to 0
untill candies > 0, take assign to taken + min ( K, candies )
decrease candies by min ( K, candies )
untill j assign to 0 to m exclusive, consume assign to ( arr array ofj  * candies ) / 100
decrement candies by consume
return ( taken >assign to good_share )
let minimumK be a void function with vector elements arr, N, M and good_share assign to ceil ( ( N * 1.0 ) / ( ( M + 1 ) * 1.0 ) )
declare integers lo assign to 1 and hi assign to N
untill lo  hi, mid assign to int with mid assign to ( lo + hi ) / 2
if check ( mid, N, M, arr, good_share ) is true, hi assign to mid
else set lo to mid + 1
print a newline
declare integer main ( ), integers N assign to 13 and M assign to 1
create vector  integer > arr assign to  50
minimumK ( arr, N, M)
return 0
","Minimize K to let Person A consume at least ceil ( N / ( M + 1 ) ) candies based on given rules 
 C ++ program untill the above approach ; Function to check if the value of mid gives at least ( N / ( M + 1 ) ) candies or not ; Candies taken by 1 st person is minimum of K and candies left ; Traverse the given array ; Amount consumed by person j ; Update the count of candies ; Check if person 1 gets the good share of candies ; Function to find minimum value of K such that the first person gets at least ( N / ( M + 1 ) ) candies ; Find the minimum required value of candies untill the first person ; Iterate until low is less than or equal to mid ; Find the value of mid ; Check untill mid , whether it can be the possible value of K or not ; Update the value of hi ; Otherwise , update the value of lo ; Print the resultant minimum value of K ; Driver Code
",1
811,"declare check with integers K, n, m, vector  integers > arr, good_share, candies assign to n, taken assign to 0
untill candies > 0, take assign to taken + min ( K, candies )
decrease candies by min ( K, candies )
untill j assign to 0 to m exclusive, consume assign to ( arr array ofj  * candies ) / 100
decrement candies by consume
return ( taken >assign to good_share )
let minimumK be a void function with vector elements arr, N, M and good_share assign to ceil ( ( N * 1.0 ) / ( ( M + 1 ) * 1.0 ) )
declare integers lo assign to 1 and hi assign to N
untill lo  hi, mid assign to int with mid assign to ( lo + hi ) / 2
if check ( mid, N, M, arr, good_share ) is true, hi assign to mid
else set lo to mid + 1
print a newline
declare integer main ( ), integers N assign to 13 and M assign to 1
create vector  integer > arr assign to  50
minimumK ( arr, N, M)
return 0
","Sort an array according to count of set bits 
 C ++ program to implement simple approach to sort an array according to count of set bits . ; a utility function that returns total set bits count in an integer ; Function to simultaneously sort both arrays using insertion sort ( https : www . geeksuntillgeeks . org / insertion - sort / ) ; use 2 keys because we need to sort both arrays simultaneously ; Move elements of arr array of 0. . i - 1   and aux array of 0. . i - 1   , such that elements of aux array of 0. . i - 1   are greater than key1 , to one position ahead of their current position ; Function to sort according to bit count using an auxiliary array ; Create an array and store count of set bits in it . ; Sort arr array of   according to values in aux array of   ; Utility function to print an array ; Driver Code
",0
