,Pseudocode,Description,Label
942,"declare findOptimalPairs with integer arr [ ], integer N, sort ( arr, arr + N )
for i = 0 to N - 1 inclusive, print "" ( ""  arr [ i ]  "", "" arr [ j ]  "" ) "", "" "" "", "" "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "",
declare integer main ( ), integer arr =  9, 6, 5, 1  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findOptimalPairs ( arr, N )
return 0
","Pair formation such that maximum pair sum is minimized | CPP Program to divide the array into N pairs such that maximum pair is minimized ; After Sorting Maintain two variables i and j pointing to start and end of array Such that smallest element of array pairs with largest element ; Driver Code
",1
943,"declare findOptimalPairs with integer arr [ ], integer N, sort ( arr, arr + N )
for i = 0 to N - 1 inclusive, print "" ( ""  arr [ i ]  "", "" arr [ j ]  "" ) "", "" "" "", "" "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "",
declare integer main ( ), integer arr =  9, 6, 5, 1  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findOptimalPairs ( arr, N )
return 0
","Cutting a Rod | DP | A Dynamic Programming solution for Rod cutting problem ; A utility function to get the maximum of two integers ; Returns the best obtainable price for a rod of length n and price [ ] as prices of different pieces ; Build the table val [ ] in bottom up manner and return the last entry from the table ; Driver program to test above functions
",0
944,"declare integer countBits ( integer a)  integer count = 0
while a is less than a and 1 then increment count by 1
set a to a >> 1
return count
for i = 1 to n exclusive, key1 = aux [ i ]
create integer key2 with key2 = arr [ i ]
create integer j with j = i - 1
while j >= 0 and aux [ j ]  key1, aux [ j + 1 ] = aux [ j ]
arr [ j + 1 ] = arr [ j ]
set j to j - 1
aux [ j + 1 ] = key1
arr [ j + 1 ] = key2
declare sortBySetBitCount with arr [ ], n, aux [ n ] as arguments, returning void
for i = 0 to n exclusive aux [ i ] = countBits ( arr [ i ] )
call insertionSort ( arr, aux, n )
printArr is a void function with int arguments arr [ ] and n, print int arguments i = 0 to n exclusive, print arr [ i ] and "" ""
declare integer main ( ), integer arr [ ] =  1, 2, 3, 4, 5, 6  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
sortBySetBitCount ( arr, n )
printArr ( arr, n )
return 0
","Sort an array according to count of set bits | C ++ program to implement simple approach to sort an array according to count of set bits . ; a utility function that returns total set bits count in an integer ; Function to simultaneously sort both arrays using insertion sort ( https : www . geeksforgeeks . org / insertion - sort / ) ; use 2 keys because we need to sort both arrays simultaneously ; Move elements of arr [ 0. . i - 1 ] and aux [ 0. . i - 1 ] , such that elements of aux [ 0. . i - 1 ] are greater than key1 , to one position ahead of their current position ; Function to sort according to bit count using an auxiliary array ; Create an array and store count of set bits in it . ; Sort arr [ ] according to values in aux [ ] ; Utility function to print an array ; Driver Code
",1
945,"declare integer countBits ( integer a)  integer count = 0
while a is less than a and 1 then increment count by 1
set a to a >> 1
return count
for i = 1 to n exclusive, key1 = aux [ i ]
create integer key2 with key2 = arr [ i ]
create integer j with j = i - 1
while j >= 0 and aux [ j ]  key1, aux [ j + 1 ] = aux [ j ]
arr [ j + 1 ] = arr [ j ]
set j to j - 1
aux [ j + 1 ] = key1
arr [ j + 1 ] = key2
declare sortBySetBitCount with arr [ ], n, aux [ n ] as arguments, returning void
for i = 0 to n exclusive aux [ i ] = countBits ( arr [ i ] )
call insertionSort ( arr, aux, n )
printArr is a void function with int arguments arr [ ] and n, print int arguments i = 0 to n exclusive, print arr [ i ] and "" ""
declare integer main ( ), integer arr [ ] =  1, 2, 3, 4, 5, 6  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
sortBySetBitCount ( arr, n )
printArr ( arr, n )
return 0
","Check for Majority Element in a sorted array | C ++ program to check for majority element in a sorted array ; If x is present in arr [ low ... high ] then returns the index of first occurrence of x , otherwise returns - 1 ; Check if arr [ mid ] is the first occurrence of x . arr [ mid ] is first occurrence if x is one of the following is true : ( i ) mid == 0 and arr [ mid ] = = x ( ii ) arr [ mid - 1 ] < x and arr [ mid ] == x ; This function returns true if the x is present more than n / 2 times in arr [ ] of size n ; Find the index of first occurrence of x in arr [ ] ; If element is not present at all , return false ; Check if the element is present more than n / 2 times ; Driver code
",0
946,"declare integer countBits ( integer a)  integer count = 0
while a is less than a and 1 then increment count by 1
set a to a >> 1
return count
declare sortBySetBitCount with integer arr [ ], integer n as arguments, vector, vector, integer with integers > > count ( 32 ) as arguments
setbitcount = integer with setbitcount = 0
for i = 0 to n exclusive setbitcount = countBits ( arr [ i ] )
push_back ( arr [ i ] )
for i = 31 to 0 inclusive, v1 = count [ i ]
for i = 0 to size of v1 exclusive, arr [j j ++ ] = v1 [ i ]
printArr is a void function with int arguments arr [ ] and n, print int arguments i = 0 to n exclusive, print arr [ i ] and "" ""
declare integer main ( ), integer arr [ ] =  1, 2, 3, 4, 5, 6  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
sortBySetBitCount ( arr, n )
printArr ( arr, n )
return 0
","Sort an array according to count of set bits | C ++ program to sort an array according to count of set bits using std :: sort ( ) ; a utility function that returns total set bits count in an integer ; Function to sort according to bit count This function assumes that there are 32 bits in an integer . ; Traverse through all bit counts ( Note that we sort array in decreasing order ) ; Utility function to print an array ; Driver Code
",1
947,"declare integer countBits ( integer a)  integer count = 0
while a is less than a and 1 then increment count by 1
set a to a >> 1
return count
declare sortBySetBitCount with integer arr [ ], integer n as arguments, vector, vector, integer with integers > > count ( 32 ) as arguments
setbitcount = integer with setbitcount = 0
for i = 0 to n exclusive setbitcount = countBits ( arr [ i ] )
push_back ( arr [ i ] )
for i = 31 to 0 inclusive, v1 = count [ i ]
for i = 0 to size of v1 exclusive, arr [j j ++ ] = v1 [ i ]
printArr is a void function with int arguments arr [ ] and n, print int arguments i = 0 to n exclusive, print arr [ i ] and "" ""
declare integer main ( ), integer arr [ ] =  1, 2, 3, 4, 5, 6  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
sortBySetBitCount ( arr, n )
printArr ( arr, n )
return 0
","Arrange consonants and vowels nodes in a linked list | C ++ program to arrange consonants and vowels nodes in a linked list ; A linked list node ; Function to add new node to the List ; utility function to print linked list ; utility function for checking vowel ; function to arrange consonants and vowels nodes ; for keep track of vowel ; list is empty ; We need to discover the first vowel in the list . It is going to be the returned head , and also the initial latestVowel . ; first element is a vowel . It will also be the new head and the initial latestVowel ; ; First element is not a vowel . Iterate through the list until we find a vowel . Note that curr points to the element * before * the element with the vowel . ; This is an edge case where there are only consonants in the list . ; Set the initial latestVowel and the new head to the vowel item that we found . Relink the chain of consonants after that vowel item : old_head_consonant -> consonant1 -> consonant2 -> vowel -> rest_of_list becomes vowel -> old_head_consonant -> consonant1 -> consonant2 -> rest_of_list ; Now traverse the list . Curr is always the item * before * the one we are checking , so that we can use it to re - link . ; The next discovered item is a vowel ; If it comes directly after the previous vowel , we don 't need to  move items around, just mark the  new latestVowel and advance curr. ; But if it comes after an intervening chain of consonants , we need to chain the newly discovered vowel right after the old vowel . Curr is not changed as after the re - linking it will have a new next , that has not been checked yet , and we always keep curr at one before the next to check . ; Chain in new vowel ; Advance latestVowel ; Remove found vowel from previous place ; Re - link chain of consonants after latestVowel ; No vowel in the next element , advance curr . ; Driver code
",0
948,"declare generateString with integers k1, k2, s, C1s = 0 and C0s = 0
create integer flag with flag = 0
create vector pos with int value greater than pos
for i = 0 to length of s, increment i if s [ i ] is '0', increment C0s
if ( i + 1 ) % k1 is not 0 and ( i + 1 ) is not 0 ) pos. push_back ( i )
else increment C1s
if C0s >= C1s, if size of pos is 0, print -1
set flag to 1
break loop
else k = integer with k = pos. back ( )
s [ k ] = '1'
decrement C0s
increment C1s
pop_back is a new function
if flag is 0, print s
declare integer main ( ), K1, K2 = 4, integers K1 = 2
create string S with S = ""11000100""
createString ( K1, K2, S)
return 0
","Lexicographically smallest binary string formed by flipping bits at indices not divisible K1 or K2 such that count of 1 s is always greater than 0 s from left | C ++ program for the above approach ; Function to find lexicographically smallest string having number of 1 s greater than number of 0 s ; C1s And C0s stores the count of 1 s and 0 s at every position ; Traverse the string S ; If the position is not divisible by k1 and k2 ; If C0s >= C1s and pos [ ] is empty then the string can 't  be formed ; If pos [ ] is not empty then flip the bit of last position present in pos [ ] ; Print the result ; Driver Code
",1
949,"declare generateString with integers k1, k2, s, C1s = 0 and C0s = 0
create integer flag with flag = 0
create vector pos with int value greater than pos
for i = 0 to length of s, increment i if s [ i ] is '0', increment C0s
if ( i + 1 ) % k1 is not 0 and ( i + 1 ) is not 0 ) pos. push_back ( i )
else increment C1s
if C0s >= C1s, if size of pos is 0, print -1
set flag to 1
break loop
else k = integer with k = pos. back ( )
s [ k ] = '1'
decrement C0s
increment C1s
pop_back is a new function
if flag is 0, print s
declare integer main ( ), K1, K2 = 4, integers K1 = 2
create string S with S = ""11000100""
createString ( K1, K2, S)
return 0
","Nth non | CPP program to find n - th non - square number . ; function to find the nth Non - Square Number ; conversion from int to long double is necessary in order to preserve decimal places after square root . ; calculating the result ; Driver code ; initializing the term number ; Print the result
",0
950,"in function maximizeProduct taking N = integer and MSB = integer = log2 ( N)
create integer X with X = 1  MSB
create integer Y with Y = N - ( 1  MSB )
for i = 0 to MSB exclusive, if N & ( 1  i ) ), X = X + 1  i
increment Y by 1  i
print X, "" "" and Y
declare integer main ( ) and integer N = 45
maximizeProduct ( N)
return 0
","Find a pair of numbers with set bit count as at most that of N and whose Bitwise XOR is N | C ++ program for the above approach ; Function to find the pair ( X , Y ) such that X xor Y = N and the count of set bits in X and Y is less than count of set bit in N ; Stores MSB ( Most Significant Bit ) ; Stores the value of X ; Stores the value of Y ; Traversing over all bits of N ; If ith bit of N is 0 ; Set ith bit of X to 1 ; Set ith bit of Y to 1 ; Print Answer ; Driver Code
",1
951,"in function maximizeProduct taking N = integer and MSB = integer = log2 ( N)
create integer X with X = 1  MSB
create integer Y with Y = N - ( 1  MSB )
for i = 0 to MSB exclusive, if N & ( 1  i ) ), X = X + 1  i
increment Y by 1  i
print X, "" "" and Y
declare integer main ( ) and integer N = 45
maximizeProduct ( N)
return 0
","Sieve of Eratosthenes | C ++ program to print all primes smaller than or equal to n using Sieve of Eratosthenes ; Create a boolean array "" prime [ 0 . . n ] "" and initialize all entries it as true . A value in prime [ i ] will finally be false if i is Not a prime , else true . ; If prime [ p ] is not changed , then it is a prime ; Update all multiples of p greater than or equal to the square of it numbers which are multiple of p and are less than p ^ 2 are already been marked . ; Print all prime numbers ; Driver Code
",0
952,"declare check with integer num as argument, set sm to 0
create integer num2 with num2 = num * num
while num is true, increment sm by num modulo 10
divide num by 10
sm2 = integer with sm2 = 0
while num2 is true, increment sm2 by num2 modulo 10
divide num2 by 10
return ( ( sm * sm ) = sm2 )
convert = integer with convert = string s and val = 0
reverse s. begin ( ), s. end ( ) )
create integer cur with cur = 1
for i = 0 to size of s exclusive, increment val by ( s [ i ] - '0' ) * cur
set cur to cur * 10
return val
if size of s is len, insert s into uniq
return
for i = 0 to 3 inclusive, create s + char ( i + '0' ), len, uniq )
declare totalNumbers with integer L, R as arguments, ans = 0
create integer max_len with max_len = log10 ( R) + 1
set  integer > uniq
for i = 1 to max_len inclusive, generate "" "", i, uniq
for x : uniq, if x >= L and x = R, increment ans
return ans
declare integer variables main and R = 22
print totalNumbers ( L, R )
","Count of numbers in range [ L , R ] having sum of digits of its square equal to square of sum of digits | C ++ program for the above approach ; Function to check if the number is valid ; Sum of digits of num ; Squared number ; Sum of digits of ( num * num ) ; Function to convert a string to an integer ; Function to generate all possible strings of length len ; Desired string ; Take only valid numbers ; Recurse for all possible digits ; Function to calculate unique numbers in range [ L , R ] ; Initialize a variable to store the answer ; Calculate the maximum possible length ; Set to store distinct valid numbers ; Generate all possible strings of length i ; Iterate the set to get the count of valid numbers in the range [ L , R ] ; Driver Code
",1
953,"declare check with integer num as argument, set sm to 0
create integer num2 with num2 = num * num
while num is true, increment sm by num modulo 10
divide num by 10
sm2 = integer with sm2 = 0
while num2 is true, increment sm2 by num2 modulo 10
divide num2 by 10
return ( ( sm * sm ) = sm2 )
convert = integer with convert = string s and val = 0
reverse s. begin ( ), s. end ( ) )
create integer cur with cur = 1
for i = 0 to size of s exclusive, increment val by ( s [ i ] - '0' ) * cur
set cur to cur * 10
return val
if size of s is len, insert s into uniq
return
for i = 0 to 3 inclusive, create s + char ( i + '0' ), len, uniq )
declare totalNumbers with integer L, R as arguments, ans = 0
create integer max_len with max_len = log10 ( R) + 1
set  integer > uniq
for i = 1 to max_len inclusive, generate "" "", i, uniq
for x : uniq, if x >= L and x = R, increment ans
return ans
declare integer variables main and R = 22
print totalNumbers ( L, R )
","Kronecker Product of two matrices | C ++ code to find the Kronecker Product of two matrices and stores it as matrix C ; rowa and cola are no of rows and columns of matrix A rowb and colb are no of rows and columns of matrix B ; Function to computes the Kronecker Product of two matrices ; i loops till rowa ; k loops till rowb ; j loops till cola ; l loops till colb ; Each element of matrix A is multiplied by whole Matrix B resp and stored as Matrix C ; Driver Code
",0
954,"void function convertXintoY (get X, Y, while Y > X) if Y modulo 2 is 0, then Y = Y / 2
else if Y modulo 10 is 1, Y = Y / 10
else break
if X is Y, print Yes
else print No
declare integer main ( ), integers X = 100, Y = 40021
convertXintoY ( X, Y )
return 0
","Convert X into Y by repeatedly multiplying X with 2 or appending 1 at the end | C ++ program for the above approach ; Function to check if X can be converted to Y by multiplying X by 2 or appending 1 at the end ; Iterate until Y is at least X ; If Y is even ; If the last digit of Y is 1 ; Otherwise ; Check if X is equal to Y ; Driver Code
",1
955,"void function convertXintoY (get X, Y, while Y > X) if Y modulo 2 is 0, then Y = Y / 2
else if Y modulo 10 is 1, Y = Y / 10
else break
if X is Y, print Yes
else print No
declare integer main ( ), integers X = 100, Y = 40021
convertXintoY ( X, Y )
return 0
","Minimize count of increments of each element of subarrays required to make Array non | C ++ Program to implement the above approach ; Function to find the minimum number of operations required to make the array non - increasing ; Stores the count of required operations ; If arr [ i ] > arr [ i + 1 ] , no increments required . Otherwise , add their difference to the answer ; Return the result res ; Driver Code
",0
956,"declare generateString with integer K as argument, set string s to "" ""
for i = 97 to 97 + K exclusive, set s to s + char ( i )
for j = i + 1 to 97 + K exclusive, increment s by character ( i )
increment s by character ( j )
increment s by character ( 97 )
print s
declare integer main ( ) and integer K = 4
createString with K as argument, returning result of run generateString
return 0
","Lexicographically smallest string of maximum length made up of first K alphabets that does not contain any repeating substring | C ++ program for the above approach ; Function to find the lexicographically smallest string of the first K lower case alphabets having unique substrings ; Stores the resultant string ; Iterate through all the characters ; Inner Loop for making pairs and adding them into string ; Adding first character so that substring consisting of the last the first alphabet is present ; Print the resultant string ; Driver Code
",1
957,"declare generateString with integer K as argument, set string s to "" ""
for i = 97 to 97 + K exclusive, set s to s + char ( i )
for j = i + 1 to 97 + K exclusive, increment s by character ( i )
increment s by character ( j )
increment s by character ( 97 )
print s
declare integer main ( ) and integer K = 4
createString with K as argument, returning result of run generateString
return 0
","Find array sum using Bitwise OR after splitting given array in two halves after K circular shifts | C ++ Program to find Bitwise OR of two equal halves of an array after performing K right circular shifts ; Array for storing the segment tree ; Function to build the segment tree ; Function to return the OR of elements in the range [ l , r ] ; Check for out of bound condition ; Find middle of the range ; Recurse for all the elements in array ; Function to find the OR sum ; Function to build the segment Tree ; Loop to handle q queries ; Effective number of right circular shifts ; OR of second half of the array [ n / 2 - i , n - 1 - i ] ; OR of first half of the array [ n - i , n - 1 ] OR [ 0 , n / 2 - 1 - i ] ; Print final answer to the query ; Driver Code
",0
958,"in function findEquation taking int S, int M and returning int, print ""1 "", (-1 ) * S, "" "" and M
declare integer main ( ), integers S = 5 and M = 6
call findEquation ( S, M )
return 0
","Generate Quadratic Equation having given sum and product of roots | C ++ program for the above approach ; Function to find the quadratic equation from the given sum and products of roots ; Print the coefficients ; Driver Code
",1
959,"in function findEquation taking int S, int M and returning int, print ""1 "", (-1 ) * S, "" "" and M
declare integer main ( ), integers S = 5 and M = 6
call findEquation ( S, M )
return 0
","Count number of common elements between a sorted array and a reverse sorted array | C ++ program for the above approach ; Function to count the number of elements common in both the arrays ; Used to traverse array A [ ] and B [ ] from the front and the back ; Stores the count of numbers common in both array ; If A [ first ] is less than B [ second ] ; Increment the value of first ; IF B [ second ] is less than A [ first ] ; Decrement the value of second ; A [ first ] is equal to B [ second ] ; Increment the value of count ; Increment the value of first ; Decrement the value of second ; Return the value of count ; Driver Code
",0
960,"minSteps = integer with minSteps = vector  int > a, int n, vector  int > prefix_sum = n
set prefix_sum [ 0 ] to a [ 0 ]
for i = 1 to n exclusive, increment prefix_sum [ i ] by prefix_sum [ i - 1 ] + a [ i ]
create integer mx with mx = -1
for subgroupsum : prefix_sum, sum = 0
create integer i with i = 0
create integer grp_count with grp_count = 0
while i  n, increment sum by a [ i ]
if sum is subgroupsum, increment grp_count by 1
set sum to 0
else if sum is greater than subgroupsum, set grp_count to -1
break loop
increment i by 1
if grp_count is greater than mx, set mx to grp_count
return n - mx
declare integer main ( ), vector A =  1, 2, 3, 2, 1, 3  ; declare integer variable A =  1, 2, 3, 2, 1, 3
create integer N with N = size of A
print minSteps ( A, N )
return 0
","Make all array elements equal by replacing adjacent pairs by their sum | C ++ program for the above approach ; Function to count the minimum number of pairs of adjacent elements required to be replaced by their sum to make all array elements equal ; Stores the prefix sum of the array ; Calculate the prefix sum array ; Stores the maximum number of subarrays into which the array can be split ; Iterate over all possible sums ; Traverse the array ; If the sum is equal to the current prefix sum ; Increment count of groups by 1 ; Otherwise discard this subgroup sum ; Update the maximum this of subarrays ; Return the minimum number of operations ; Driver Code ; Function Call
",1
961,"minSteps = integer with minSteps = vector  int > a, int n, vector  int > prefix_sum = n
set prefix_sum [ 0 ] to a [ 0 ]
for i = 1 to n exclusive, increment prefix_sum [ i ] by prefix_sum [ i - 1 ] + a [ i ]
create integer mx with mx = -1
for subgroupsum : prefix_sum, sum = 0
create integer i with i = 0
create integer grp_count with grp_count = 0
while i  n, increment sum by a [ i ]
if sum is subgroupsum, increment grp_count by 1
set sum to 0
else if sum is greater than subgroupsum, set grp_count to -1
break loop
increment i by 1
if grp_count is greater than mx, set mx to grp_count
return n - mx
declare integer main ( ), vector A =  1, 2, 3, 2, 1, 3  ; declare integer variable A =  1, 2, 3, 2, 1, 3
create integer N with N = size of A
print minSteps ( A, N )
return 0
","Length of the Longest Consecutive 1 s in Binary Representation | C ++ program to find length of the longest consecutive 1 s in binary representation of a number . ; Function to find length of the longest consecutive 1 s in binary representation of a number ; Initialize result ; Count the number of iterations to reach x = 0. ; This operation reduces length of every sequence of 1 s by one . ; Driver code
",0
962,"declare maxOccuringCharacter with string s as argument, returning integer, set count0 to 0 and count1 to 0
for i = 0 to length of s, increment i if s [ i ] is '1' increment count1
else if s [ i ] is '0', increment count0
prev = -1
for i = 0 to length of s, if s [ i ] is '1', set prev to i
break loop
for i = prev + 1 to length of s i ) if s [ i ] is '1', increment count1 by i - prev - 1
set prev to i
else boolean flag = true
for j = i + 1 to length of s, if s [j] is '1', set flag to false
set prev to j
break loop
if flag is false, set i to prev
else i = length of s
prev = -1
for i = 0 to length of s, if s [ i ] is '0', set prev to i
break loop
for i = prev + 1 to length of s i ) if s [ i ] is '0', increment count0 by i - prev - 1
set prev to i
else boolean flag = true
for j = i + 1 to length of s exclusive, if s [j] is '0', set prev to j
set flag to false
break loop
if flag is false, set i to prev
else i = length of s
if s [0] is'X', set count to 0
create integer i with i = 0
while s [i] is'X' increment count
increment i
if s [ i ] is '1', increment count1 by count
if s [ length of s - 1 ] is'X', set count to 0
create integer i with i = length of s - 1
while s [i] is'X' increment count
decrement i
if s [ i ] is '0', increment count0 by count
print X and if count0 is count1 print newline
else if count0 is greater than count1 print 0
else print 1
declare integer main ( ) and string S = "" XX10XX10XXX1XX ""
create maxOccuringCharacter ( S )
","Most frequent character in a string after replacing all occurrences of X in a Binary String | C ++ program for the above approach ; Function to find the most frequent character after replacing X with either '0' or '1' according as per the given conditions ; Store the count of 0 s and 1 s in the string S ; Count the frequency of 0 and 1 ; If the character is 1 ; If the character is 0 ; Stores first occurence of 1 ; Traverse the string to count the number of X between two consecutive 1 s ; If the current character is not X ; If the current character is 1 , add the number of Xs to count1 and set prev to i ; Otherwise ; Find next occurence of 1 in the string ; If it is found , set i to prev ; Otherwise , break out of the loop ; Store the first occurence of 0 ; Repeat the same procedure to count the number of X between two consecutive 0 s ; If the current character is not X ; If the current character is 0 ; Add the count of Xs to count0 ; Set prev to i ; Otherwise ; Find the next occurence of 0 in the string ; If it is found , set i to prev ; Otherwise , break out of the loop ; Count number of X present in the starting of the string as XXXX1 ... ; Store the count of X ; Increment count1 by count if the condition is satisfied ; Count the number of X present in the ending of the string as ... XXXX0 ; Store the count of X ; Increment count0 by count if the condition is satisfied ; If count of 1 is equal to count of 0 , print X ; Otherwise , if count of 1 is greater than count of 0 ; Otherwise , print 0 ; Driver Code
",1
963,"declare maxOccuringCharacter with string s as argument, returning integer, set count0 to 0 and count1 to 0
for i = 0 to length of s, increment i if s [ i ] is '1' increment count1
else if s [ i ] is '0', increment count0
prev = -1
for i = 0 to length of s, if s [ i ] is '1', set prev to i
break loop
for i = prev + 1 to length of s i ) if s [ i ] is '1', increment count1 by i - prev - 1
set prev to i
else boolean flag = true
for j = i + 1 to length of s, if s [j] is '1', set flag to false
set prev to j
break loop
if flag is false, set i to prev
else i = length of s
prev = -1
for i = 0 to length of s, if s [ i ] is '0', set prev to i
break loop
for i = prev + 1 to length of s i ) if s [ i ] is '0', increment count0 by i - prev - 1
set prev to i
else boolean flag = true
for j = i + 1 to length of s exclusive, if s [j] is '0', set prev to j
set flag to false
break loop
if flag is false, set i to prev
else i = length of s
if s [0] is'X', set count to 0
create integer i with i = 0
while s [i] is'X' increment count
increment i
if s [ i ] is '1', increment count1 by count
if s [ length of s - 1 ] is'X', set count to 0
create integer i with i = length of s - 1
while s [i] is'X' increment count
decrement i
if s [ i ] is '0', increment count0 by count
print X and if count0 is count1 print newline
else if count0 is greater than count1 print 0
else print 1
declare integer main ( ) and string S = "" XX10XX10XXX1XX ""
create maxOccuringCharacter ( S )
","Rearrange characters in a string such that no two adjacent are same | C ++ program to rearrange characters in a string so that no two adjacent characters are same . ; store frequency of character ; function for priority_queue to store Key according to freq ; Function to rearrange character of a string so that no char repeat twice ; Store frequencies of all characters in string ; Insert all characters with their frequencies into a priority_queue ; ' str ' that will store resultant value ; work as the previous visited element initial previous element be . ( ' # ' and it ' s ▁ frequency ▁ ' - 1 ' ) ; traverse queue ; pop top element from queue and add it to string . ; IF frequency of previous character is less than zero that means it is useless , we need not to push it ; make current character as the previous ' char ' decrease frequency by ' one ' ; If length of the resultant string and original string is not same then string is not valid ; valid string ; Driver program to test above function
",0
964,"declare maxSheets with integers A, B,  int area = A * B
count = integer with count = 1
while area modulo 2 is 0, set area to area / 2
set count to count * 2
return count
declare integer main ( ), integers A = 5 and B = 10
print maxSheets ( A, B )
return 0
","Maximize count of sheets possible by repeatedly reducing its area to half | C ++ program for the above approach ; Function to calculate the maximum number of sheets possible by given operations ; Initial count of sheets ; Keep dividing the sheets into half ; Reduce area by half ; Increase count by twice ; Driver Code
",1
965,"declare maxSheets with integers A, B,  int area = A * B
count = integer with count = 1
while area modulo 2 is 0, set area to area / 2
set count to count * 2
return count
declare integer main ( ), integers A = 5 and B = 10
print maxSheets ( A, B )
return 0
","Split array into K subsets to maximize their sum of maximums and minimums | C ++ Program to implement the above approach ; Function that prints the maximum sum possible ; Find elements in each group ; Sort all elements in non - descending order ; Add K largest elements ; For sum of minimum elements from each subset ; Printing the maximum sum ; Driver Code
",0
966,"declare findMinMoves with integers a, b as arguments, returning integer ans = 0
if a is b or abs ( a - b ) is 1 ), ans = a + b
else k = min ( a, b )
create integer j with j = max ( a, b )
set ans to 2 * k + 2 * ( j - k ) - 1
print ans
declare integer main ( ), integers a = 3 and b = 5
call findMinMoves ( a, b )
return 0
","Minimum number of steps required to reach origin from a given point | C ++ program for the above approach ; Function to find the minimum moves required to reach origin from ( a , b ) ; Stores the minimum number of moves ; Check if the absolute difference is 1 or 0 ; Store the minimum of a , b ; Store the maximum of a , b ; Print the answer ; Driver Code ; Given co - ordinates ; Function Call
",1
967,"declare findMinMoves with integers a, b as arguments, returning integer ans = 0
if a is b or abs ( a - b ) is 1 ), ans = a + b
else k = min ( a, b )
create integer j with j = max ( a, b )
set ans to 2 * k + 2 * ( j - k ) - 1
print ans
declare integer main ( ), integers a = 3 and b = 5
call findMinMoves ( a, b )
return 0
","Sum of prime numbers without odd prime digits |  ; Find all prime numbers ; Store all prime numbers ; Function to check if a digit is odd prime or not ; Function to find sum ; To store required answer ; Get all prime numbers ; Traverse through all the prime numbers ; Flag stores 1 if a number does not contain any odd primes ; Find all digits of a number ; If number does not contain any odd primes ; Return the required answer ; Driver code ; Function call
",0
968,"cntEvenSumPairs = long long with X, Y = long long, cntXEvenNums = X / 2
cntXOddNums = long long with cntXOddNums = ( X + 1 ) / 2
create long long cntYEvenNums with cntYEvenNums = Y / 2
cntYOddNums = long long with cntYOddNums = ( Y + 1 ) / 2
create long long cntPairs with cntXEvenNums * 1LL * cntYEvenNums ) + ( cntXOddNums * 1LL * cntYOddNums )
return cntPairs
declare integer main ( ) and long long X = 2
create long long Y with Y = 3
print cntEvenSumPairs ( X, Y )
return 0
","Count even sum pairs possible by selecting two integers from two given ranges respectively | C ++ program to implement the above approach ; Function to count even sum pairs in the given range ; Stores the count of even numbers between 1 to X ; Stores the count of odd numbers between 1 to X ; Stores the count of even numbers between 1 to Y ; Stores the count of odd numbers between 1 to Y ; Stores the count of pairs having even sum ; Retuens the count of pairs having even sum ; Driver Code
",1
969,"cntEvenSumPairs = long long with X, Y = long long, cntXEvenNums = X / 2
cntXOddNums = long long with cntXOddNums = ( X + 1 ) / 2
create long long cntYEvenNums with cntYEvenNums = Y / 2
cntYOddNums = long long with cntYOddNums = ( Y + 1 ) / 2
create long long cntPairs with cntXEvenNums * 1LL * cntYEvenNums ) + ( cntXOddNums * 1LL * cntYOddNums )
return cntPairs
declare integer main ( ) and long long X = 2
create long long Y with Y = 3
print cntEvenSumPairs ( X, Y )
return 0
","Delete odd and even numbers at alternate step such that sum of remaining elements is minimized | C ++ implementation of the approach ; Function to find the minimized sum ; If more odd elements ; Sort the elements ; Left - over elements ; Find the sum of leftover elements ; Return the sum ; If more even elements ; Sort the elements ; Left - over elements ; Find the sum of leftover elements ; Return the sum ; If same elements ; Driver code
",0
970,"minMoves = integer with minMoves = vector  int > arr, N = arr size ( )
if N = 2 return 0
create integer ans with ans = INT_MAX
for i = -1 to 1 inclusive, set num1 to arr [ 0 ] + i
create integer num2 with num2 = arr [ 1 ] + j
create integer flag with flag = 1
create integer moves with moves = abs ( i ) + abs ( j )
for idx = 2 to N exclusive, num = num1 + num2
if abs ( arr [ idx ] - num ) > 1 ), flag = 0
else moves + abs ( arr [ idx ] - num )
set num1 to num2
set num2 to num
if flag is true, set ans to min of ans and moves
if ans is INT_MAX return -1
return ans
declare integer main ( ), vector, integer arr =  4, 8, 9, 17, 27  ;
print minMoves ( arr) and a new line
return 0
","Minimize array elements required to be incremented or decremented to convert given array into a Fibonacci Series | C ++ program for the above approach ; Function to calculate minimum number of moves to make the sequence a Fibonacci series ; If number of elements is less than 3 ; Initialize the value of the result ; Try all permutations of the first two elements ; Value of first element after operation ; Value of second element after operation ; Calculate number of moves for rest of the elements of the array ; Element at idx index ; If it is not possible to change the element in atmost one move ; Otherwise ; Update the answer ; Return the answer ; Driver Code
",1
